"Subject_ID" "Var_Mean" "Var_sd" "Activity_labels"
2 -0.573890227748648 0.590782219214835 "STANDING"
2 -0.616131556471708 0.596395591343767 "STANDING"
2 -0.634478192858363 0.587712679999622 "STANDING"
2 -0.62989686146032 0.594648897346895 "STANDING"
2 -0.634889787703843 0.587381109357711 "STANDING"
2 -0.637334983933808 0.584719375596139 "STANDING"
2 -0.635750493216334 0.588405003668746 "STANDING"
2 -0.642471774809431 0.591294145160349 "STANDING"
2 -0.638893557619235 0.594364087281114 "STANDING"
2 -0.644170813464858 0.594432859836781 "STANDING"
2 -0.639949322431174 0.595575075734459 "STANDING"
2 -0.638217391019573 0.602256965644563 "STANDING"
2 -0.63835419181548 0.601669258907881 "STANDING"
2 -0.635538621571174 0.599016344131491 "STANDING"
2 -0.633233859984698 0.593278104982934 "STANDING"
2 -0.621617518207776 0.596277696176584 "STANDING"
2 -0.598526819934004 0.603594052016437 "STANDING"
2 -0.606919182623488 0.617344734133138 "STANDING"
2 -0.625332023414413 0.597324119632511 "STANDING"
2 -0.606174367341637 0.591450264447208 "STANDING"
2 -0.602478825054057 0.588384039099507 "STANDING"
2 -0.56887796322952 0.607406065627954 "STANDING"
2 -0.555157818098274 0.59539609004457 "STANDING"
2 -0.573181406584698 0.585721243752852 "STANDING"
2 -0.630272720251548 0.585722304227146 "STANDING"
2 -0.631440012732578 0.58373812085873 "STANDING"
2 -0.628017477780427 0.592721354707594 "STANDING"
2 -0.634170908898932 0.588860205783305 "STANDING"
2 -0.628031542727491 0.596815076489219 "STANDING"
2 -0.620295049087189 0.60792270918818 "STANDING"
2 -0.615946384957028 0.609815174092197 "STANDING"
2 -0.611232915615783 0.584757294077131 "SITTING"
2 -0.630533904569039 0.58572185109071 "SITTING"
2 -0.647287826878826 0.583407591717021 "SITTING"
2 -0.635302581980052 0.581646357791792 "SITTING"
2 -0.630063871238932 0.57886151187423 "SITTING"
2 -0.640383514760498 0.573948726750887 "SITTING"
2 -0.643497573726352 0.569675286725636 "SITTING"
2 -0.647439470822598 0.571180023820657 "SITTING"
2 -0.642020638501548 0.576202327724928 "SITTING"
2 -0.64628556112831 0.574038761202647 "SITTING"
2 -0.647606400353381 0.572470289184965 "SITTING"
2 -0.640475040623488 0.570604594426122 "SITTING"
2 -0.635040513886263 0.57444397365221 "SITTING"
2 -0.586472421009964 0.589090144699363 "SITTING"
2 -0.610488980280071 0.590703409812152 "SITTING"
2 -0.630852464705516 0.58897115639236 "SITTING"
2 -0.629414658404697 0.58940921243696 "SITTING"
2 -0.632447214940747 0.565933728333697 "SITTING"
2 -0.635013942554092 0.558932391227447 "SITTING"
2 -0.636556380603915 0.572131966499053 "SITTING"
2 -0.63358012448363 0.576795552846501 "SITTING"
2 -0.643112753057473 0.574029008421694 "SITTING"
2 -0.642571862154786 0.57773513661771 "SITTING"
2 -0.644179244308363 0.57314717609826 "SITTING"
2 -0.598790287662989 0.604169188013668 "LAYING"
2 -0.630253502341993 0.607708738411098 "LAYING"
2 -0.62348585167669 0.624178166414468 "LAYING"
2 -0.634786094555249 0.624976541520474 "LAYING"
2 -0.637204286448932 0.626773672137463 "LAYING"
2 -0.628080321011922 0.638068360953938 "LAYING"
2 -0.63533815452331 0.631927741467716 "LAYING"
2 -0.634740665458897 0.623249688498394 "LAYING"
2 -0.62230700724911 0.634045328826229 "LAYING"
2 -0.627399766057117 0.630591555076298 "LAYING"
2 -0.623127123434875 0.626048341024588 "LAYING"
2 -0.58153599085968 0.628979409006155 "LAYING"
2 -0.599434191174021 0.628112900962119 "LAYING"
2 -0.622506276999822 0.615806292692674 "LAYING"
2 -0.620964081895196 0.622650402324125 "LAYING"
2 -0.63405674422242 0.608896891513181 "LAYING"
2 -0.63560043930274 0.607402052305421 "LAYING"
2 -0.639861252999698 0.606699907623612 "LAYING"
2 -0.627613666002847 0.620348860363526 "LAYING"
2 -0.620063576499822 0.625581464693712 "LAYING"
2 -0.637683515460249 0.607910276059503 "LAYING"
2 -0.639354715271886 0.607293194751525 "LAYING"
2 -0.62667029358968 0.619504515579268 "LAYING"
2 -0.632752948193238 0.614323895275636 "LAYING"
2 -0.415794339550783 0.488222169106846 "WALKING"
2 -0.391196381909609 0.483331859389857 "WALKING"
2 -0.389115721538968 0.490148050619477 "WALKING"
2 -0.398188703493114 0.487335014390805 "WALKING"
2 -0.426062085654448 0.486589863719911 "WALKING"
2 -0.420470973832616 0.486711589740955 "WALKING"
2 -0.407395591224128 0.486037898999312 "WALKING"
2 -0.412317161185409 0.487154437294127 "WALKING"
2 -0.403175719004235 0.485977183718564 "WALKING"
2 -0.404160198875979 0.489705971895064 "WALKING"
2 -0.403333189624431 0.48735021876084 "WALKING"
2 -0.375098062367135 0.47954609092768 "WALKING"
2 -0.371753589666904 0.472347876094554 "WALKING"
2 -0.402939572799466 0.476717454878778 "WALKING"
2 -0.418271468505053 0.49016323532122 "WALKING"
2 -0.427684962070107 0.484144732940899 "WALKING"
2 -0.399893124675979 0.486632965178725 "WALKING"
2 -0.387552843419164 0.488529776680334 "WALKING"
2 -0.415583471954626 0.482910345103961 "WALKING"
2 -0.415521008848701 0.48096520893083 "WALKING"
2 -0.403778632025445 0.484414905630423 "WALKING"
2 -0.403070641356939 0.49022039794227 "WALKING"
2 -0.400184462442705 0.485403278629124 "WALKING"
2 -0.40821464079573 0.483118679487579 "WALKING"
2 -0.392218151519573 0.479990968945974 "WALKING"
2 -0.404618663507117 0.482952734081098 "WALKING"
2 -0.408498478248256 0.484099042119928 "WALKING"
2 -0.38713843743968 0.480815345060944 "WALKING"
2 -0.381900190292954 0.478767195915022 "WALKING"
2 -0.404589985008185 0.482384159728163 "WALKING"
2 -0.360689498785587 0.499723597950262 "WALKING_DOWNSTAIRS"
2 -0.361160833297331 0.508721346077517 "WALKING_DOWNSTAIRS"
2 -0.328808786323719 0.494613492836354 "WALKING_DOWNSTAIRS"
2 -0.344500973924377 0.49945316524871 "WALKING_DOWNSTAIRS"
2 -0.362084318510409 0.500624386784293 "WALKING_DOWNSTAIRS"
2 -0.305129572083648 0.493865655069508 "WALKING_DOWNSTAIRS"
2 -0.291224254798399 0.487837184814354 "WALKING_DOWNSTAIRS"
2 -0.303110350612989 0.489717490759479 "WALKING_DOWNSTAIRS"
2 -0.308912345963541 0.49514894046314 "WALKING_DOWNSTAIRS"
2 -0.346319577469395 0.498007960866034 "WALKING_DOWNSTAIRS"
2 -0.315374131580071 0.494702636629948 "WALKING_DOWNSTAIRS"
2 -0.239243170203381 0.490284783087989 "WALKING_DOWNSTAIRS"
2 -0.250277901255516 0.487954176469192 "WALKING_DOWNSTAIRS"
2 -0.279596226869039 0.492290955146848 "WALKING_DOWNSTAIRS"
2 -0.276323103981495 0.488676956788516 "WALKING_DOWNSTAIRS"
2 -0.251223625145018 0.504626620134591 "WALKING_DOWNSTAIRS"
2 -0.226533918555843 0.494723437070011 "WALKING_DOWNSTAIRS"
2 -0.236426463237544 0.499182480404038 "WALKING_DOWNSTAIRS"
2 -0.260697639321317 0.488050772398241 "WALKING_DOWNSTAIRS"
2 -0.262326398999217 0.478635363948836 "WALKING_DOWNSTAIRS"
2 -0.263703124620819 0.481921749464787 "WALKING_DOWNSTAIRS"
2 -0.22639408316121 0.49331041101993 "WALKING_DOWNSTAIRS"
2 -0.225548537916523 0.476505804332461 "WALKING_DOWNSTAIRS"
2 -0.238787895518932 0.484622774744789 "WALKING_DOWNSTAIRS"
2 -0.387000359279004 0.495104884304775 "WALKING_UPSTAIRS"
2 -0.370574069857829 0.494164121432234 "WALKING_UPSTAIRS"
2 -0.398895253122954 0.492781600412155 "WALKING_UPSTAIRS"
2 -0.405008947543772 0.486970101607854 "WALKING_UPSTAIRS"
2 -0.363355157122242 0.4830255368674 "WALKING_UPSTAIRS"
2 -0.37291651180694 0.48453631550816 "WALKING_UPSTAIRS"
2 -0.377260425912011 0.484431745806819 "WALKING_UPSTAIRS"
2 -0.347902122254473 0.478965034266401 "WALKING_UPSTAIRS"
2 -0.374193924031139 0.494644926661113 "WALKING_UPSTAIRS"
2 -0.353768199480872 0.483618404944066 "WALKING_UPSTAIRS"
2 -0.332537412303915 0.482946071895408 "WALKING_UPSTAIRS"
2 -0.34760106256121 0.479937103458538 "WALKING_UPSTAIRS"
2 -0.37170734863363 0.471206003349317 "WALKING_UPSTAIRS"
2 -0.330147443271708 0.476625579959034 "WALKING_UPSTAIRS"
2 -0.318887241680036 0.481151707980174 "WALKING_UPSTAIRS"
2 -0.331954385693772 0.480029831282788 "WALKING_UPSTAIRS"
2 -0.319897396236299 0.474220232126243 "WALKING_UPSTAIRS"
2 -0.347924049869662 0.493878829322436 "WALKING_UPSTAIRS"
2 -0.35712329129132 0.490429929949992 "WALKING_UPSTAIRS"
2 -0.360183730451548 0.479027156356241 "WALKING_UPSTAIRS"
2 -0.350426913253416 0.484617403288354 "WALKING_UPSTAIRS"
2 -0.358345222045374 0.481249643383136 "WALKING_UPSTAIRS"
2 -0.347494693618256 0.46988568120876 "WALKING_UPSTAIRS"
2 -0.300474644560498 0.457059424476242 "WALKING_UPSTAIRS"
2 -0.310011621990142 0.467593105194489 "WALKING_UPSTAIRS"
2 -0.558374459496943 0.611497985670034 "STANDING"
